"id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time"
1834,962,"5_fb_1_e_s_im",5,"critical",5,"hall","no","False",26443.6999998093,1834,"False Belief","End","Start","Implicit","hall","study","False","False",45524.7999997139
1837,1061,"7_tb_1_s_e_im",7,"critical",5,"fridge","fridge","True",7526,1837,"True Belief","Start","End","Implicit","garage","fridge","False","True",27161
1840,1030,"8_tb_1_e_s_ex",8,"critical",5,"bedroom","bedroom","True",20030.1000000238,1840,"True Belief","End","Start","Explicit","hall","bedroom","False","True",26459.8000000119
1843,916,"9_fb_1_s_e_ex",9,"critical",5,"cupboard","cupboard","True",19968.3999996185,1843,"False Belief","Start","End","Explicit","cupboard","drawer","True","False",47012.5
1846,1036,"8_fb_1_e_e_ex",8,"critical",5,"hall","hall","True",28968.7000007629,1846,"False Belief","End","End","Explicit","hall","bedroom","True","False",23688
1849,1088,"1_tb_1_e_e_im",1,"critical",5,"basket","basket","True",4849,1849,"True Belief","End","End","Implicit","box","basket","False","True",23322
1852,1014,"9_tb_1_e_s_im",9,"critical",5,"drawer","drawer","True",11649,1852,"True Belief","End","Start","Implicit","cupboard","drawer","False","True",27300
1855,1058,"2_tb_1_s_e_im",2,"critical",5,"fridge","fridge","True",6257,1855,"True Belief","Start","End","Implicit","cupboard","fridge","False","True",17361
1858,975,"7_tb_1_e_s_im",7,"critical",5,"fridge","HOME","False",87358,1858,"True Belief","End","Start","Implicit","garage","fridge","False","False",1277
1861,1062,"5_fb_1_e_e_ex",5,"critical",5,"hall","hall","True",13081.3000000119,1861,"False Belief","End","End","Explicit","hall","study","True","False",44693.5
1864,1069,"11_fb_1_s_e_ex",11,"critical",5,"suitcase","suitcase","True",14443,1864,"False Belief","Start","End","Explicit","suitcase","backpack","True","False",21141
1867,1015,"2_tb_1_e_e_ex",2,"critical",5,"fridge","fridge","True",10039.5,1867,"True Belief","End","End","Explicit","cupboard","fridge","False","True",51764
1870,1050,"1_tb_1_e_s_im",1,"critical",5,"basket","basket","True",13874,1870,"True Belief","End","Start","Implicit","box","basket","False","True",42224.200000003
1873,1080,"4_fb_1_e_e_im",4,"critical",5,"shed","shed.","False",9435.59999990463,1873,"False Belief","End","End","Implicit","shed","garage","False","False",21161.0999999046
1876,1018,"6_tb_1_s_s_ex",6,"critical",5,"cabinet","drawer.","False",13787,1876,"True Belief","Start","Start","Explicit","drawer","cabinet","False","False",48459
1879,1023,"8_fb_1_e_s_ex",8,"critical",5,"hall","HALL","True",125847,1879,"False Belief","End","Start","Explicit","hall","bedroom","True","False",6344
1882,1029,"1_tb_1_e_e_im",1,"critical",5,"basket","basket","True",22427.0999999046,1882,"True Belief","End","End","Implicit","box","basket","False","True",27095.5999999046
1885,900,"8_fb_1_s_e_ex",8,"critical",5,"hall","hall","True",39830,1885,"False Belief","Start","End","Explicit","hall","bedroom","True","False",23674
1888,1079,"2_tb_1_e_s_im",2,"critical",5,"fridge","YES","False",10170,1888,"True Belief","End","Start","Implicit","cupboard","fridge","False","False",1434.89999961853
1891,1024,"6_tb_1_e_s_ex",6,"critical",5,"cabinet","cabinet","True",32228.9000000022,1891,"True Belief","End","Start","Explicit","drawer","cabinet","False","True",38671.8999999985
1894,1090,"5_fb_1_s_s_im",5,"critical",5,"hall","seana","False",18672.3999999762,1894,"False Belief","Start","Start","Implicit","hall","study","False","False",9890
1897,875,"11_tb_1_s_s_im",11,"critical",5,"backpack","REVIEW BOARD","False",97935,1897,"True Belief","Start","Start","Implicit","suitcase","backpack","False","False",5087
1900,1035,"8_tb_1_e_s_ex",8,"critical",5,"bedroom","hall","False",9276,1900,"True Belief","End","Start","Explicit","hall","bedroom","True","False",46791
1903,1065,"11_fb_1_s_e_im",11,"critical",5,"suitcase","suitcase","True",30401.6000000238,1903,"False Belief","Start","End","Implicit","suitcase","backpack","True","False",20023.8000000119
1906,936,"9_tb_1_s_s_im",9,"critical",5,"drawer","drawer","True",8774.52500000072,1906,"True Belief","Start","Start","Implicit","cupboard","drawer","False","True",139833.564999994
1909,994,"4_fb_1_e_e_im",4,"critical",5,"shed","i don't know","False",32069.6999998093,1909,"False Belief","End","End","Implicit","shed","garage","False","False",1883.7999997139
1912,1000,"8_tb_1_e_e_im",8,"critical",5,"bedroom","hall","False",48073,1912,"True Belief","End","End","Implicit","hall","bedroom","True","False",59525.1000000238
1915,1077,"6_tb_1_s_e_ex",6,"critical",5,"cabinet","drawer","False",32963.6999998093,1915,"True Belief","Start","End","Explicit","drawer","cabinet","True","False",15918
1918,1075,"6_fb_1_s_s_ex",6,"critical",5,"drawer","desk","False",5580.90000000596,1918,"False Belief","Start","Start","Explicit","drawer","cabinet","False","False",21353.200000003
1921,1066,"10_fb_1_e_s_im",10,"critical",5,"toolbox","toolbox.","False",17090,1921,"False Belief","End","Start","Implicit","toolbox","van","False","False",43499.400000006
1924,986,"4_fb_1_e_e_ex",4,"critical",5,"shed","garage","False",12481.4000000954,1924,"False Belief","End","End","Explicit","shed","garage","False","True",53977.5
1927,1063,"7_tb_1_e_e_ex",7,"critical",5,"fridge","garage","False",20719.9000000004,1927,"True Belief","End","End","Explicit","garage","fridge","True","False",25444.2999999998
1930,1043,"11_tb_1_e_s_ex",11,"critical",5,"backpack","backpack","True",53825.7999999523,1930,"True Belief","End","Start","Explicit","suitcase","backpack","False","True",53519.8999999762
1933,1108,"10_tb_1_e_e_ex",10,"critical",5,"van","van","True",5873,1933,"True Belief","End","End","Explicit","toolbox","van","False","True",14755.1999999881
1936,1098,"12_fb_1_s_e_ex",12,"critical",5,"stable","stable","True",8494.79999999702,1936,"False Belief","Start","End","Explicit","stable","hut","True","False",16758.400000006
1939,1028,"3_fb_1_s_e_im",3,"critical",5,"sink","sink","True",8709.70000004768,1939,"False Belief","Start","End","Implicit","sink","basket","True","False",45610.6000001431
1942,1106,"9_fb_1_s_s_ex",9,"critical",5,"cupboard","cupboard","True",6783,1942,"False Belief","Start","Start","Explicit","cupboard","drawer","True","False",36921
1945,1082,"9_fb_1_s_e_im",9,"critical",5,"cupboard","drawer","False",17572.8999999999,1945,"False Belief","Start","End","Implicit","cupboard","drawer","False","True",23000.1000000001
1948,1053,"5_fb_1_s_s_im",5,"critical",5,"hall","hall","True",8462,1948,"False Belief","Start","Start","Implicit","hall","study","True","False",28629
1951,1104,"10_tb_1_e_s_ex",10,"critical",5,"van","van","True",8936.80000019073,1951,"True Belief","End","Start","Explicit","toolbox","van","False","True",32051.2000000477
1954,1102,"8_fb_1_e_e_ex",8,"critical",5,"hall","Hall","True",5551.30000000005,1954,"False Belief","End","End","Explicit","hall","bedroom","True","False",27386.6000000001
1957,1101,"4_fb_1_e_e_im",4,"critical",5,"shed","garage","False",13145.1000000238,1957,"False Belief","End","End","Implicit","shed","garage","False","True",19249.2000000477
1960,1095,"2_fb_1_e_s_ex",2,"critical",5,"cupboard","sandwich","False",53259.8000001907,1960,"False Belief","End","Start","Explicit","cupboard","fridge","False","False",15974.2000000477
1963,1076,"6_tb_1_e_e_ex",6,"critical",5,"cabinet","cabinet","True",16374,1963,"True Belief","End","End","Explicit","drawer","cabinet","False","True",40360
1966,1081,"1_tb_1_e_s_im",1,"critical",5,"basket","room","False",48406,1966,"True Belief","End","Start","Implicit","box","basket","False","False",8391
1969,1026,"7_fb_1_s_e_ex",7,"critical",5,"garage","home","False",14263.3000001907,1969,"False Belief","Start","End","Explicit","garage","fridge","False","False",237984.699999809
1972,1113,"9_tb_1_e_s_ex",9,"critical",5,"drawer","drawer","True",7582.5,1972,"True Belief","End","Start","Explicit","cupboard","drawer","False","True",10874
1975,1060,"1_fb_1_e_s_ex",1,"critical",5,"box","box","True",84429.1000000015,1975,"False Belief","End","Start","Explicit","box","basket","True","False",48549.6000000015
1978,1115,"12_tb_1_e_s_im",12,"critical",5,"hut","hut","True",3176,1978,"True Belief","End","Start","Implicit","stable","hut","False","True",24555.5
1981,929,"2_fb_1_s_e_im",2,"critical",5,"cupboard","sandwich","False",52047,1981,"False Belief","Start","End","Implicit","cupboard","fridge","False","False",284875
1984,1100,"3_fb_1_s_s_ex",3,"critical",5,"sink","to the","False",10464,1984,"False Belief","Start","Start","Explicit","sink","basket","False","False",1332
1987,1107,"12_fb_1_e_e_im",12,"critical",5,"stable","hut","False",10169.200000003,1987,"False Belief","End","End","Implicit","stable","hut","False","True",61207.5
1990,1068,"6_fb_1_e_e_im",6,"critical",5,"drawer","Drawer","True",54587,1990,"False Belief","End","End","Implicit","drawer","cabinet","True","False",34804
1993,1110,"1_fb_1_s_s_ex",1,"critical",5,"box","basket","False",11449.299999997,1993,"False Belief","Start","Start","Explicit","box","basket","False","True",17559
1996,1128,"6_tb_1_s_e_ex",6,"critical",5,"cabinet","drawer","False",4655,1996,"True Belief","Start","End","Explicit","drawer","cabinet","True","False",32110
1999,1105,"10_tb_1_s_e_im",10,"critical",5,"van","van.","False",9351.70000000298,1999,"True Belief","Start","End","Implicit","toolbox","van","False","False",30115.3999999911
2002,1132,"5_fb_1_s_e_im",5,"critical",5,"hall","hall","True",8520.7999997139,2002,"False Belief","Start","End","Implicit","hall","study","True","False",19329.5999999046
2005,1112,"10_fb_1_e_e_ex",10,"critical",5,"toolbox","toolbox","True",8360.39999985695,2005,"False Belief","End","End","Explicit","toolbox","van","True","False",45845
2008,1134,"1_tb_1_e_s_ex",1,"critical",5,"basket","box","False",5058.89999999851,2008,"True Belief","End","Start","Explicit","box","basket","True","False",23272.3000000045
2011,1086,"3_tb_1_s_e_im",3,"critical",5,"basket","basket","True",3193.09999990463,2011,"True Belief","Start","End","Implicit","sink","basket","False","True",52014.8000001907
2014,1130,"6_tb_1_e_e_im",6,"critical",5,"cabinet","cabinet","True",8896.39999997616,2014,"True Belief","End","End","Implicit","drawer","cabinet","False","True",18273.7999999523
2017,1118,"4_fb_1_s_e_ex",4,"critical",5,"shed","garage","False",5028.20000000112,2017,"False Belief","Start","End","Explicit","shed","garage","False","True",24983.8000000007
2020,1120,"3_fb_1_e_s_im",3,"critical",5,"sink","yes","False",21856,2020,"False Belief","End","Start","Implicit","sink","basket","False","False",1421
2023,1114,"9_tb_1_s_e_ex",9,"critical",5,"drawer","drawer.","False",23295,2023,"True Belief","Start","End","Explicit","cupboard","drawer","False","False",31380
2026,1133,"12_fb_1_s_e_ex",12,"critical",5,"stable","stable","True",11933.9000000954,2026,"False Belief","Start","End","Explicit","stable","hut","True","False",25627.1000003815
2029,1074,"3_tb_1_e_e_ex",3,"critical",5,"basket","basket","True",37363.6000000015,2029,"True Belief","End","End","Explicit","sink","basket","False","True",69672.5
2032,1126,"11_tb_1_e_s_ex",11,"critical",5,"backpack","backpack.","False",18073.7999999821,2032,"True Belief","End","Start","Explicit","suitcase","backpack","False","False",32625
2035,1124,"9_tb_1_e_s_im",9,"critical",5,"drawer","Cupboard","False",55262,2035,"True Belief","End","Start","Implicit","cupboard","drawer","True","False",11476
2038,1037,"8_fb_1_s_e_im",8,"critical",5,"hall","Painting Hall","False",244285,2038,"False Belief","Start","End","Implicit","hall","bedroom","False","False",61157
2041,1059,"10_tb_1_s_e_ex",10,"critical",5,"van","SITE","False",49839,2041,"True Belief","Start","End","Explicit","toolbox","van","False","False",38191.7000002861
2044,1143,"12_fb_1_e_e_im",12,"critical",5,"stable","stable","True",3576,2044,"False Belief","End","End","Implicit","stable","hut","True","False",9629
2047,1141,"8_fb_1_e_e_im",8,"critical",5,"hall","hallway","False",7084,2047,"False Belief","End","End","Implicit","hall","bedroom","False","False",13346
2050,1149,"9_tb_1_s_s_im",9,"critical",5,"drawer","drawer","True",6843,2050,"True Belief","Start","Start","Implicit","cupboard","drawer","False","True",19992.7000000011
2053,1147,"8_fb_1_s_e_ex",8,"critical",5,"hall","hall","True",10376.1000000015,2053,"False Belief","Start","End","Explicit","hall","bedroom","True","False",15732.8999999985
2056,1150,"9_tb_1_e_e_ex",9,"critical",5,"drawer","drawer","True",11952.1000000238,2056,"True Belief","End","End","Explicit","cupboard","drawer","False","True",21521
2059,1119,"2_tb_1_e_e_im",2,"critical",5,"fridge","room","False",67762.8999999762,2059,"True Belief","End","End","Implicit","cupboard","fridge","False","False",16545.0999999642
2062,1153,"10_fb_1_s_e_im",10,"critical",5,"toolbox","van","False",7736.20000000298,2062,"False Belief","Start","End","Implicit","toolbox","van","False","True",20394.6999999993
2065,1127,"4_tb_1_s_e_im",4,"critical",5,"garage","garage","True",11368.5,2065,"True Belief","Start","End","Implicit","shed","garage","False","True",17359.900000006
2068,1170,"6_tb_1_s_s_ex",6,"critical",5,"cabinet","cabinet ","False",9112.09999999404,2068,"True Belief","Start","Start","Explicit","drawer","cabinet","False","False",16601.900000006
2071,1163,"4_fb_1_s_s_im",4,"critical",5,"shed","shed","True",9701.79999995232,2071,"False Belief","Start","Start","Implicit","shed","garage","True","False",16465.9000000954
2074,1169,"12_fb_1_e_s_ex",12,"critical",5,"stable","stable","True",4376.5,2074,"False Belief","End","Start","Explicit","stable","hut","True","False",24553.5999994278
2077,1162,"8_fb_1_e_e_ex",8,"critical",5,"hall","hall","True",4621.79999995232,2077,"False Belief","End","End","Explicit","hall","bedroom","True","False",22886.7000000477
2080,1140,"2_tb_1_s_e_ex",2,"critical",5,"fridge","fridge","True",4738.19999999925,2080,"True Belief","Start","End","Explicit","cupboard","fridge","False","True",53575.700000003
2083,1159,"8_tb_1_s_s_im",8,"critical",5,"bedroom","hall","False",10226.2999999523,2083,"True Belief","Start","Start","Implicit","hall","bedroom","True","False",11344.3999998569
2086,1145,"6_tb_1_e_s_im",6,"critical",5,"cabinet","cabinet","True",12952.900000006,2086,"True Belief","End","Start","Implicit","drawer","cabinet","False","True",35034.900000006
2089,1173,"10_fb_1_e_s_im",10,"critical",5,"toolbox","toolbox","True",5240.7000002861,2089,"False Belief","End","Start","Implicit","toolbox","van","True","False",13863.5
2092,1129,"10_fb_1_e_s_ex",10,"critical",5,"toolbox","toolbox","True",12765.3999999762,2092,"False Belief","End","Start","Explicit","toolbox","van","True","False",101512.100000024
2095,1165,"10_tb_1_e_e_ex",10,"critical",5,"van","tow years","False",13285,2095,"True Belief","End","End","Explicit","toolbox","van","False","False",2712
2098,1189,"10_tb_1_e_e_ex",10,"critical",5,"van","van","True",3955.40000009537,2098,"True Belief","End","End","Explicit","toolbox","van","False","True",12734.4000000954
2101,1193,"3_fb_1_e_e_ex",3,"critical",5,"sink","sink","True",3327.19999980927,2101,"False Belief","End","End","Explicit","sink","basket","True","False",9740.5
2104,1158,"10_fb_1_s_e_im",10,"critical",5,"toolbox","van","False",11862.1000001431,2104,"False Belief","Start","End","Implicit","toolbox","van","False","True",49333.2000000477
2107,1139,"7_tb_1_s_s_ex",7,"critical",5,"fridge","fridge.","False",18392.1000000238,2107,"True Belief","Start","Start","Explicit","garage","fridge","False","False",30011.6999999881
2110,1186,"3_fb_1_e_s_im",3,"critical",5,"sink","sink","True",11911.9000000954,2110,"False Belief","End","Start","Implicit","sink","basket","True","False",18103.8999996185
2113,1199,"2_fb_1_s_s_ex",2,"critical",5,"cupboard","july","False",7683,2113,"False Belief","Start","Start","Explicit","cupboard","fridge","False","False",1015
2116,1161,"1_fb_1_s_s_ex",1,"critical",5,"box","gold","False",32026,2116,"False Belief","Start","Start","Explicit","box","basket","False","False",1271
2119,1156,"12_tb_1_e_e_im",12,"critical",5,"hut","barn","False",10981.3000000119,2119,"True Belief","End","End","Implicit","stable","hut","False","False",21070.1999999881
2122,1136,"8_fb_1_e_e_im",8,"critical",5,"hall","hallway","False",7377,2122,"False Belief","End","End","Implicit","hall","bedroom","False","False",59890.6000000238
2125,1160,"8_fb_1_e_s_ex",8,"critical",5,"hall","hall","True",7324,2125,"False Belief","End","Start","Explicit","hall","bedroom","True","False",28554
2128,1183,"3_fb_1_e_s_ex",3,"critical",5,"sink","sink","True",10477,2128,"False Belief","End","Start","Explicit","sink","basket","True","False",29824.400000006
2131,1201,"5_fb_1_s_e_ex",5,"critical",5,"hall","hall","True",2455.69999998808,2131,"False Belief","Start","End","Explicit","hall","study","True","False",32108.9000000358
2134,1175,"3_tb_1_s_s_im",3,"critical",5,"basket","basket","True",7230,2134,"True Belief","Start","Start","Implicit","sink","basket","False","True",28864.8999999985
2137,1164,"7_tb_1_e_s_im",7,"critical",5,"fridge","refridgerator","False",13344,2137,"True Belief","End","Start","Implicit","garage","fridge","False","False",21633
2140,1154,"1_tb_1_e_e_ex",1,"critical",5,"basket","box","False",22624,2140,"True Belief","End","End","Explicit","box","basket","True","False",39740
2143,1203,"7_fb_1_e_e_ex",7,"critical",5,"garage","garage","True",6787.10000002384,2143,"False Belief","End","End","Explicit","garage","fridge","True","False",23957.3999999762
2146,1206,"11_fb_1_e_e_im",11,"critical",5,"suitcase","suitcase.","False",9549.39999999991,2146,"False Belief","End","End","Implicit","suitcase","backpack","False","False",28490.4000000001
2149,1157,"3_tb_1_e_s_ex",3,"critical",5,"basket","sink and picks up a sweater from the basket","False",50039,2149,"True Belief","End","Start","Explicit","sink","basket","False","False",4960
2152,1210,"2_tb_1_s_e_ex",2,"critical",5,"fridge","fridge","True",8167.60000002384,2152,"True Belief","Start","End","Explicit","cupboard","fridge","False","True",28553.5999999046
2155,1214,"12_fb_1_e_s_ex",12,"critical",5,"stable","stable","True",22500.7000000477,2155,"False Belief","End","Start","Explicit","stable","hut","True","False",945.600000143051
2158,1202,"6_fb_1_s_s_ex",6,"critical",5,"drawer","drawer","True",5205.40000009537,2158,"False Belief","Start","Start","Explicit","drawer","cabinet","True","False",26170.2999999523
2161,1178,"4_tb_1_s_s_ex",4,"critical",5,"garage","Good","False",22024.8000000119,2161,"True Belief","Start","Start","Explicit","shed","garage","False","False",4445
2164,1188,"4_fb_1_s_s_ex",4,"critical",5,"shed","shed","True",45863.8000001907,2164,"False Belief","Start","Start","Explicit","shed","garage","True","False",20314
2167,1229,"2_tb_1_e_e_ex",2,"critical",5,"fridge","kitchen","False",5774,2167,"True Belief","End","End","Explicit","cupboard","fridge","False","False",7401
2170,1109,"6_tb_1_s_s_ex",6,"critical",5,"cabinet","document","False",417284.099999905,2170,"True Belief","Start","Start","Explicit","drawer","cabinet","False","False",7584.20000004768
2173,1225,"5_tb_1_s_e_im",5,"critical",5,"study","study.","False",7758.09999999404,2173,"True Belief","Start","End","Implicit","hall","study","False","False",24762.400000006
2176,1200,"3_tb_1_s_e_im",3,"critical",5,"basket","basket","True",16002.400000006,2176,"True Belief","Start","End","Implicit","sink","basket","False","True",29086.7000000179
2179,1215,"12_tb_1_e_e_ex",12,"critical",5,"hut","hut","True",8216.9000005722,2179,"True Belief","End","End","Explicit","stable","hut","False","True",16886
2182,1190,"7_tb_1_e_s_ex",7,"critical",5,"fridge","fridge","True",16225.8000000119,2182,"True Belief","End","Start","Explicit","garage","fridge","False","True",30965.099999994
2185,1228,"3_fb_1_e_e_ex",3,"critical",5,"sink","sink","True",4085.89999999851,2185,"False Belief","End","End","Explicit","sink","basket","True","False",37075.5
2188,1184,"4_fb_1_s_e_im",4,"critical",5,"shed","GARAGE","False",13319.8999996185,2188,"False Belief","Start","End","Implicit","shed","garage","False","True",164693.399999619
2191,1231,"4_fb_1_s_s_ex",4,"critical",5,"shed","3","False",6217.5,2191,"False Belief","Start","Start","Explicit","shed","garage","False","False",1485.5
2194,1181,"7_fb_1_e_s_ex",7,"critical",5,"garage","garage","True",45461,2194,"False Belief","End","Start","Explicit","garage","fridge","True","False",6236
2197,1238,"8_tb_1_e_e_im",8,"critical",5,"bedroom","cabinet","False",5760.59999990463,2197,"True Belief","End","End","Implicit","hall","bedroom","False","False",1897.40000009537
2200,1227,"2_fb_1_e_e_im",2,"critical",5,"cupboard","refrigerator","False",12434.8000000119,2200,"False Belief","End","End","Implicit","cupboard","fridge","False","False",15017.599999994
2203,1137,"7_fb_1_s_s_ex",7,"critical",5,"garage","GARAGE","True",363161.699999999,2203,"False Belief","Start","Start","Explicit","garage","fridge","True","False",20048.1999999993
2206,1226,"6_fb_1_e_e_im",6,"critical",5,"drawer","drawer","True",7802.5,2206,"False Belief","End","End","Implicit","drawer","cabinet","True","False",25892.3000000045
2209,1213,"6_fb_1_e_e_ex",6,"critical",5,"drawer","drawer","True",31016.9000000954,2209,"False Belief","End","End","Explicit","drawer","cabinet","True","False",31524.6000003815
2212,1168,"10_tb_1_e_e_im",10,"critical",5,"van","toolbox","False",16512.8000001907,2212,"True Belief","End","End","Implicit","toolbox","van","True","False",64312.7000002861
2215,1247,"8_fb_1_s_e_im",8,"critical",5,"hall","hall","True",8511,2215,"False Belief","Start","End","Implicit","hall","bedroom","True","False",18993
2218,1148,"1_tb_1_s_s_im",1,"critical",5,"basket","basket","True",9277.20000000298,2218,"True Belief","Start","Start","Implicit","box","basket","False","True",144424.399999999
2221,1204,"3_tb_1_e_s_im",3,"critical",5,"basket","closet","False",99845.2999999523,2221,"True Belief","End","Start","Implicit","sink","basket","False","False",39412.3999999762
2224,1250,"3_fb_1_e_e_im",3,"critical",5,"sink","sink","True",5418.20000004768,2224,"False Belief","End","End","Implicit","sink","basket","True","False",11086.2000000477
2227,1196,"10_tb_1_s_s_im",10,"critical",5,"van","spreadcement","False",73536.9000000954,2227,"True Belief","Start","Start","Implicit","toolbox","van","False","False",4966.10000038147
2230,1239,"8_tb_1_s_s_im",8,"critical",5,"bedroom","bedroom","True",6059.19999998808,2230,"True Belief","Start","Start","Implicit","hall","bedroom","False","True",38807.8000000119
2233,1197,"4_fb_1_s_e_im",4,"critical",5,"shed","shed","True",10142.3000001907,2233,"False Belief","Start","End","Implicit","shed","garage","True","False",45294.1999998093
2236,1205,"11_tb_1_s_s_im",11,"critical",5,"backpack","backpack","True",18439.6999999881,2236,"True Belief","Start","Start","Implicit","suitcase","backpack","False","True",37783.900000006
2239,1240,"11_tb_1_s_s_im",11,"critical",5,"backpack","backpack","True",11327.2999999821,2239,"True Belief","Start","Start","Implicit","suitcase","backpack","False","True",27442.5
2242,1235,"9_tb_1_s_e_ex",9,"critical",5,"drawer","cubpboard","False",6891.40000000596,2242,"True Belief","Start","End","Explicit","cupboard","drawer","False","False",16070.599999994
2245,1246,"3_fb_1_e_e_im",3,"critical",5,"sink","sink.","False",12909,2245,"False Belief","End","End","Implicit","sink","basket","False","False",16680
2248,1209,"9_tb_1_e_e_im",9,"critical",5,"drawer","drawer","True",28894.8000001907,2248,"True Belief","End","End","Implicit","cupboard","drawer","False","True",55702.9000000954
2251,1234,"7_tb_1_e_s_im",7,"critical",5,"fridge","YES","False",8746.80000001192,2251,"True Belief","End","Start","Implicit","garage","fridge","False","False",3389
2254,1216,"9_tb_1_s_e_im",9,"critical",5,"drawer","drawer","True",10237,2254,"True Belief","Start","End","Implicit","cupboard","drawer","False","True",120996.799999997
2257,1185,"5_tb_1_e_s_im",5,"critical",5,"study","study","True",57095.5,2257,"True Belief","End","Start","Implicit","hall","study","False","True",45658.0999999046
2260,1233,"6_fb_1_s_e_ex",6,"critical",5,"drawer","drawer","True",8795.69999998808,2260,"False Belief","Start","End","Explicit","drawer","cabinet","True","False",57074.400000006
2263,1219,"12_fb_1_s_s_im",12,"critical",5,"stable","hut","False",63884.0999999046,2263,"False Belief","Start","Start","Implicit","stable","hut","False","True",45869.3000001907
2266,1265,"4_tb_1_e_s_im",4,"critical",5,"garage","garage","True",5371.10000000009,2266,"True Belief","End","Start","Implicit","shed","garage","False","True",13642.3000000003
2269,1253,"7_tb_1_e_s_ex",7,"critical",5,"fridge","garage.","False",16566.5,2269,"True Belief","End","Start","Explicit","garage","fridge","False","False",41480.7000000179
2272,1261,"9_fb_1_s_e_im",9,"critical",5,"cupboard","cupboard","True",25339,2272,"False Belief","Start","End","Implicit","cupboard","drawer","True","False",20326
2275,1262,"4_fb_1_e_s_ex",4,"critical",5,"shed","shed","True",8144.7999997139,2275,"False Belief","End","Start","Explicit","shed","garage","True","False",38851
2278,1223,"11_tb_1_e_e_im",11,"critical",5,"backpack","backpack","True",13155.6000000006,2278,"True Belief","End","End","Implicit","suitcase","backpack","False","True",40947.7999999998
2281,1264,"6_fb_1_s_e_ex",6,"critical",5,"drawer","cabinet","False",7069.29999995232,2281,"False Belief","Start","End","Explicit","drawer","cabinet","False","True",50777.5999999046
2284,1267,"4_fb_1_e_s_ex",4,"critical",5,"shed","shed because she left it in there.","False",11885.2999992371,2284,"False Belief","End","Start","Explicit","shed","garage","False","False",16330.8000011444
2287,1252,"2_tb_1_e_s_im",2,"critical",5,"fridge","cupboard","False",59670,2287,"True Belief","End","Start","Implicit","cupboard","fridge","True","False",16581
2290,1269,"12_tb_1_e_s_im",12,"critical",5,"hut","stable","False",6804.69999980927,2290,"True Belief","End","Start","Implicit","stable","hut","True","False",20395.2999997139
2293,1292,"5_fb_1_e_e_im",5,"critical",5,"hall","hall","True",3631.29999998212,2293,"False Belief","End","End","Implicit","hall","study","True","False",13240.1999999881
2296,1277,"6_fb_1_e_s_im",6,"critical",5,"drawer","drawer","True",8598.90000000002,2296,"False Belief","End","Start","Implicit","drawer","cabinet","True","False",25626.3
2299,1263,"6_fb_1_s_s_ex",6,"critical",5,"drawer","Drawer","True",24077.0999999046,2299,"False Belief","Start","Start","Explicit","drawer","cabinet","True","False",39783.5
2302,1266,"11_fb_1_s_s_im",11,"critical",5,"suitcase","suitcase.","False",13628.4000000954,2302,"False Belief","Start","Start","Implicit","suitcase","backpack","False","False",28154.1000000238
2305,1245,"9_fb_1_s_e_im",9,"critical",5,"cupboard","drawer","False",46778,2305,"False Belief","Start","End","Implicit","cupboard","drawer","False","True",55785.599999994
2308,1272,"7_fb_1_s_e_ex",7,"critical",5,"garage","garage","True",4309,2308,"False Belief","Start","End","Explicit","garage","fridge","True","False",55150
2311,1303,"7_fb_1_s_e_im",7,"critical",5,"garage","garage","True",6604.80000019073,2311,"False Belief","Start","End","Implicit","garage","fridge","True","False",22354.5999999046
2314,1244,"8_fb_1_e_s_im",8,"critical",5,"hall","hall","True",30659.4000000004,2314,"False Belief","End","Start","Implicit","hall","bedroom","True","False",32137.2999999989
2317,1271,"12_fb_1_e_s_ex",12,"critical",5,"stable","stable","True",15909.0999999046,2317,"False Belief","End","Start","Explicit","stable","hut","True","False",33045.2000000477
2320,1278,"6_fb_1_s_e_im",6,"critical",5,"drawer","drawer","True",10952.3000000119,2320,"False Belief","Start","End","Implicit","drawer","cabinet","True","False",31829.7000000477
2323,1305,"9_tb_1_s_e_ex",9,"critical",5,"drawer","cook","False",6719,2323,"True Belief","Start","End","Explicit","cupboard","drawer","False","False",4586
2326,1309,"1_tb_1_s_e_im",1,"critical",5,"basket","basket","True",4003.30000019073,2326,"True Belief","Start","End","Implicit","box","basket","False","True",12967.5999999046
2329,1286,"5_tb_1_s_e_ex",5,"critical",5,"study","hall","False",14992.0999999978,2329,"True Belief","Start","End","Explicit","hall","study","True","False",42298.8999999985
2332,1296,"10_tb_1_e_e_ex",10,"critical",5,"van","van","True",40089,2332,"True Belief","End","End","Explicit","toolbox","van","False","True",5207
2335,1281,"5_fb_1_s_s_ex",5,"critical",5,"hall","hall","True",9280.80000000447,2335,"False Belief","Start","Start","Explicit","hall","study","True","False",47229.5
2338,1301,"6_fb_1_e_s_im",6,"critical",5,"drawer","drawer","True",8563,2338,"False Belief","End","Start","Implicit","drawer","cabinet","True","False",27380
2341,1276,"8_tb_1_e_e_im",8,"critical",5,"bedroom","hall","False",10316.3999999999,2341,"True Belief","End","End","Implicit","hall","bedroom","True","False",46939
2344,1304,"5_tb_1_s_e_ex",5,"critical",5,"study","study","True",21198.8999996185,2344,"True Belief","Start","End","Explicit","hall","study","False","True",48586.8000011444
